num_author,name_author,field,continent,university,h_index,h_rank,i10_index,i10_rank,Euclidean_index,Euclidean_rank,Total_Citation,Total_Citation_rank,Total_Publication,Total_Publication_rank,ABC,ABC_rank,ABC_A,ABC_A_rank,DBC,DBC_rank,CRBC,CRBC_rank,CEBC,CEBC_rank,TCEBC,TCEBC_rank,ACES,ACES_rank,ABC+CES,ABC+CES_rank,ABC*CES,ABC*CES_rank
2703,Raquel Fernandez,multiple-field,North America,NYU,21,669,28,696,1167.7538267974119,411,4071.0,428,41,868,12,216,26,250,26.5,696,12,173,28,718,23.0,493,19984.06573797415,189,899.2660254962994,418,10647.192305955594,206
2704,Christopher Flinn,labor,North America,NYU,15,1141,15,1353,441.8133089892155,1036,1229.0,1100,23,1634,7,445,18,453,15.0,1386,5,545,17,1241,13.0,1007,3470.223067879793,516,288.88295443321863,1230,1973.1806810325304,583
2705,Guillaume Fréchette,behavior-experiment,North America,NYU,21,669,24,859,467.01605968103496,979,1768.0,831,28,1363,7,445,16,541,17.5,1186,6,456,25,834,16.5,766,3396.479237204056,521,324.1608424758643,1121,2220.12589733105,557
2706,Roman Frydman,multiple-field,North America,NYU,15,1141,23,906,451.4022596310302,1012,1130.0,1173,33,1137,2,1169,5,1568,17.5,1186,2,1039,23,925,12.5,1053,680.7518339014994,978,206.70466531078378,1573,409.40933062156756,1032
2707,Alfred Galichon,multiple-field,North America,NYU,19,797,25,816,475.86762865317917,963,1594.0,903,49,693,9,329,16,541,29.0,616,8,320,26,797,18.5,651,3881.6097504033337,491,308.98333287034467,1166,2699.849995833102,500
2708,Mark Gertler,macro,North America,NYU,41,139,47,332,5934.313439649106,38,24862.0,35,65,467,16,128,37,116,40.5,343,14,128,49,313,33.5,251,81576.26482272772,62,4749.621024120964,32,75737.93638593542,35
2709,Simon Gilchrist,macro,North America,NYU,24,528,26,777,3475.1073364717818,103,8941.0,171,31,1232,4,749,19,415,17.5,1186,4,656,26,797,16.0,788,9413.879811959967,319,3099.471692650411,80,12381.886770601644,178
2710,Boyan Jovanovic,multiple-field,North America,NYU,28,386,44,375,902.5342098779414,554,3820.0,451,60,517,25,49,40,98,42.5,312,20,64,49,313,39.0,182,36855.436797669834,118,584.0715517713273,647,13976.788794283184,159
2711,Ricardo Lagos,macro,North America,NYU,17,948,21,998,844.4228798416111,591,2210.0,715,30,1275,13,186,25,268,21.5,923,10,231,24,876,19.5,610,11912.43180695648,275,261.3102897586002,1346,3228.033766861803,454
2712,Lars Ljungqvist,multiple-field,North America,NYU,15,1141,17,1215,521.4182582150341,892,1345.0,1038,31,1232,6,525,15,589,18.5,1111,6,456,17,1241,12.5,1053,3987.849637926472,484,164.27507700203466,1817,949.650462012208,777
2713,Sydney Ludvigson,finance,North America,NYU,28,386,32,583,2449.69242967357,160,7329.0,219,35,1061,7,445,18,453,21.0,953,6,456,33,579,20.0,589,14455.240828771322,240,1454.5817766192001,231,10133.072436334402,220
2714,Erik Madsen,micro_theory,North America,NYU,4,3256,1,3809,17.349351572897472,3874,35.0,3754,7,3309,4,749,4,1786,5.5,2853,1,1424,4,2882,4.0,2445,83.71761188056153,2290,10.0,4036,24.0,1681
2715,Konrad Menzel,econometrics,North America,NYU,7,2425,6,2423,70.80254232723568,2826,163.0,2783,10,2874,3,924,6,1392,6.5,2616,3,816,6,2464,5.0,2147,300.9913558855429,1349,32.66479394838265,3370,88.99438184514796,1469
2716,Guido Menzio,multiple-field,North America,NYU,18,872,21,998,265.05093850050787,1523,968.0,1303,31,1232,11,246,23,303,21.0,953,10,231,22,972,19.5,610,4708.7533403327725,447,175.49620056402517,1749,1809.4582062042768,609
2717,Virgiliu Midrigan,macro,North America,NYU,15,1141,18,1155,622.6315122124803,773,1552.0,920,26,1461,14,160,20,383,20.0,1011,10,231,22,972,18.0,684,10842.134237099723,293,159.24806367039804,1853,2033.4728913855724,570
2718,Thi Mai Anh Nguyen,i_organization,North America,NYU,1,4388,0,4385,1.0,4570,1.0,4570,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.5,4572,1.0,4561,0.0,3261
2719,Yaw Nyarko,multiple-field,North America,NYU,12,1477,16,1280,361.6697388502389,1214,917.0,1341,31,1232,3,924,9,991,17.0,1221,3,816,16,1309,11.0,1189,1605.4185015774021,701,104.32127121192272,2284,303.96381363576813,1133
2720,Efe A. Ok,micro_theory,North America,NYU,26,451,43,396,820.1042616643325,600,3029.0,554,62,497,8,386,30,187,35.0,460,8,320,43,408,27.0,375,5945.300950278107,394,486.75881192934713,763,3830.070495434777,416
2721,David Pearce,micro_theory,North America,NYU,9,1992,9,1961,699.6970773127468,689,1164.0,1144,11,2737,2,1169,9,991,6.5,2616,2,1039,9,2003,6.0,1923,455.7812074078975,1137,700.3695296904068,533,1396.7390593808136,677
2722,Diego Perez,i_finance,North America,NYU,6,2677,4,2824,64.03124237432849,2925,134.0,2933,9,3018,3,924,5,1568,6.0,2731,1,1424,6,2464,5.5,2026,107.13827471159914,2069,61.30094338859364,2841,174.90283016578093,1307
2723,Debraj Ray,micro_theory,North America,NYU,65,24,171,17,1539.2745044338258,289,14514.0,89,246,23,62,2,134,2,154.0,15,53,2,180,16,128.5,7,300864.66035181965,15,1184.315909180655,306,69583.58636920061,38
2724,Mario J. Rizzo,multiple-field,North America,NYU,10,1802,11,1709,159.31101656822105,2041,520.0,1790,50,671,0,3283,2,2431,25.0,750,0,3203,11,1737,6.5,1818,79.65550828411052,2329,159.31101656822105,1852,0.0,3261
2725,Martin Rotemberg,history,North America,NYU,2,3967,1,3809,49.8196748283246,3140,58.0,3462,2,4322,2,1169,2,2431,2.0,3907,1,1424,2,3459,2.0,3174,100.0,2131,2.0,4473,0.0,3261
2726,Ariel Rubinstein,micro_theory,North America,NYU,37,189,59,219,873.2158954118964,572,4960.0,351,101,188,14,160,49,49,57.5,174,14,128,59,224,40.0,169,15589.323078561107,231,801.1848575779389,464,11020.588006091146,198
2727,Thomas Sargent,multiple-field,North America,NYU,47,95,98,71,1651.5041628769816,269,9578.0,157,153,73,25,49,77,15,89.0,62,20,64,103,65,70.5,43,39625.599697753976,112,1547.5715089939126,206,38064.28772484782,76
2728,Andrew Schotter,behavior-experiment,North America,NYU,30,323,48,318,610.4899671575283,782,3188.0,529,66,453,10,280,34,148,38.0,399,8,320,50,299,32.0,272,7907.754156464403,351,452.5844552173065,818,4425.8445521730655,380
2729,Sharon Traiberman,i_trade,North America,NYU,4,3256,3,3094,57.07889277132134,3028,96.0,3153,4,3855,2,1169,3,2072,3.0,3545,2,1039,3,3149,2.5,2945,159.25164237753367,1762,15.45362404707371,3861,26.90724809414742,1668
2730,Anna Vitali,labor,North America,NYU,2,3967,1,3809,77.23341245859851,2744,83.0,3240,2,4322,1,1576,2,2431,1.5,4125,1,1424,1,3860,1.5,3437,80.00000000000001,2325,7.0,4171,6.0,1770
2731,Quang Vuong,multiple-field,North America,NYU,20,726,26,777,1060.2160157250973,468,2916.0,564,46,750,11,246,25,268,28.5,630,8,320,29,684,22.0,518,8225.130181554767,346,965.357375410281,384,10497.93112951309,211
2732,Daniel Waldinger,p_finance,North America,NYU,3,3600,2,3404,27.910571473905726,3591,45.0,3632,3,4085,2,1169,2,2431,2.5,3719,2,1039,2,3459,2.0,3174,75.08323293158116,2371,11.0,4001,18.0,1710
2733,Edward Wolff,multiple-field,North America,NYU,37,189,74,134,602.528837484149,792,3949.0,441,134,97,7,445,13,700,70.5,101,7,384,74,138,41.0,161,3833.702499541204,495,530.0277239305772,707,3661.1940675140404,431
2734,Sevgi Yuksel,behavior-experiment,North America,NYU,7,2425,7,2254,117.47765745025733,2346,283.0,2313,11,2737,5,627,8,1097,8.0,2304,2,1039,10,1859,8.0,1567,462.83219988793996,1130,91.83317338436964,2421,434.1658669218482,1013
2735,Ayumu Banzawa,history,Asia,Osaka,0,4667,0,4385,0.0,4667,0.0,4667,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.0,4667,0.0,4669,0.0,3261
2736,Pierre-Yves Donze,history,Asia,Osaka,11,1625,12,1604,81.85963596303125,2680,391.0,2044,76,341,0,3283,0,3965,38.0,399,0,3203,12,1632,6.0,1923,40.929817981515626,2859,81.85963596303125,2532,0.0,3261
2737,Yuichi Fukuta,finance,Asia,Osaka,4,3256,1,3809,16.97056274847714,3895,42.0,3670,10,2874,0,3283,1,2917,5.0,2983,0,3203,1,3860,1.0,3730,8.48528137423857,3925,16.97056274847714,3806,0.0,3261
2738,Shingo Ishiguro,micro_theory,Asia,Osaka,5,2944,2,3404,28.30194339616981,3576,71.0,3344,14,2384,1,1576,5,1568,7.5,2418,0,3203,3,3149,3.5,2589,18.92838827718412,3466,28.85677655436824,3446,27.85677655436824,1663
2739,Tatsuro Iwaisako,macro,Asia,Osaka,10,1802,11,1709,192.49675321937252,1845,569.0,1719,19,1915,0,3283,4,1786,9.5,2035,0,3203,11,1737,6.0,1923,96.24837660968626,2160,192.49675321937252,1647,0.0,3261
2740,Hayato Kato,i_trade,Asia,Osaka,5,2944,1,3809,19.131126469708992,3826,52.0,3533,10,2874,0,3283,2,2431,5.0,2983,0,3203,1,3860,1.0,3730,9.565563234854496,3856,19.131126469708992,3727,0.0,3261
2741,Dongya Koh,multiple-field,Asia,Osaka,3,3600,1,3809,88.19297024139736,2619,96.0,3153,3,4085,1,1576,2,2431,2.0,3907,1,1424,1,3860,1.5,3437,90.91547594742265,2216,6.830951894845301,4180,5.830951894845301,1772
2742,Yukihiro Nishimura,p_finance,Asia,Osaka,6,2677,2,3404,50.724747411889595,3120,121.0,2994,16,2168,0,3283,2,2431,8.0,2304,0,3203,2,3459,1.5,3437,25.362373705944798,3247,50.724747411889595,2990,0.0,3261
2743,Masato Nishiwaki,i_organization,Asia,Osaka,2,3967,0,4385,10.0,4097,14.0,4102,3,4085,0,3283,2,2431,1.5,4125,0,3203,0,4408,1.0,3730,5.0,4116,10.0,4036,0.0,3261
2744,Kazuki Onji,multiple-field,Asia,Osaka,5,2944,2,3404,47.23346271447817,3188,91.0,3190,13,2492,0,3283,1,2917,6.5,2616,0,3203,2,3459,1.0,3730,23.616731357239086,3301,47.23346271447817,3061,0.0,3261
2745,Tetsuo Ono,political_econ,Asia,Osaka,11,1625,11,1709,74.39758060582346,2781,335.0,2180,44,790,0,3283,4,1786,22.0,892,0,3203,11,1737,7.0,1731,37.19879030291173,2941,74.39758060582346,2640,0.0,3261
2746,Fumio Ohtake,multiple-field,Asia,Osaka,15,1141,22,952,194.42479265772664,1836,865.0,1389,89,252,0,3283,1,2917,44.5,290,0,3203,22,972,11.0,1189,97.21239632886332,2149,194.42479265772664,1640,0.0,3261
2747,Saisawat Samutpradit,labor,Asia,Osaka,1,4388,0,4385,1.0,4570,1.0,4570,1,4577,0,3283,1,2917,0.5,4588,0,3203,0,4408,0.5,4086,0.5,4572,1.0,4561,0.0,3261
2748,Masaru Sasaki,labor,Asia,Osaka,7,2425,4,2824,84.07734534343957,2665,183.0,2686,22,1700,0,3283,4,1786,11.0,1825,0,3203,4,2882,3.0,2752,42.03867267171979,2842,84.07734534343957,2509,0.0,3261
2749,Yoshiyuki Takeuchi,econometrics,Asia,Osaka,2,3967,1,3809,12.529964086141668,4018,17.0,4044,3,4085,0,3283,0,3965,1.5,4125,0,3203,1,3860,0.5,4086,6.264982043070834,4037,12.529964086141668,3943,0.0,3261
2750,Hisashi Tanizaki,econometrics,Asia,Osaka,15,1141,20,1048,156.55350523063993,2053,599.0,1686,33,1137,0,3283,1,2917,16.5,1262,0,3203,20,1065,10.0,1294,78.27675261531996,2343,156.55350523063993,1872,0.0,3261
2751,Ken Urai,micro_theory,Asia,Osaka,2,3967,0,4385,8.888194417315589,4136,15.0,4081,6,3475,0,3283,0,3965,3.0,3545,0,3203,0,4408,0.0,4504,4.444097208657794,4154,8.888194417315589,4080,0.0,3261
2752,Yosuke Yasuda,micro_theory,Asia,Osaka,4,3256,4,2824,172.4325955264839,1967,311.0,2242,9,3018,1,1576,3,2072,5.0,2983,1,1424,4,2882,3.5,2589,189.69381007432128,1628,104.38762014864255,2283,103.38762014864255,1431
2753,Johannes Abeler,behavior-experiment,Europe,Oxford,13,1348,13,1510,786.1596529967688,621,2049.0,750,15,2273,2,1169,6,1392,8.5,2203,2,1039,13,1535,8.0,1567,2054.615367651052,632,447.4447215985391,829,890.8894431970782,793
2754,Alison Andrew,development,Europe,Oxford,5,2944,5,2603,255.64623994887936,1560,423.0,1974,10,2874,2,1169,3,2072,6.0,2731,0,3203,7,2299,5.0,2147,135.2774420769221,1902,257.6266809235687,1365,511.2533618471374,959
2755,Elizabeth Baldwin,micro_theory,Europe,Oxford,3,3600,2,3404,81.16033513977132,2692,115.0,3034,5,3656,2,1169,2,2431,3.5,3382,1,1424,3,3149,2.5,2945,133.18288736283355,1913,41.0,3197,78.0,1497
2756,Alan Beggs,micro_theory,Europe,Oxford,7,2425,6,2423,268.8977500835587,1502,586.0,1698,15,2273,1,1576,5,1568,8.0,2304,1,1424,6,2464,4.5,2297,264.86468950486324,1414,220.72937900972642,1506,219.72937900972642,1241
2757,Vanessa Berenguer Rico,econometrics,Europe,Oxford,5,2944,3,3094,39.74921382870358,3339,80.0,3267,9,3018,0,3283,1,2917,4.5,3116,0,3203,3,3149,1.5,3437,19.87460691435179,3428,39.74921382870358,3225,0.0,3261
2758,Steve Bond,multiple-field,Europe,Oxford,21,669,28,696,16861.295412867898,6,21761.0,39,37,989,2,1169,13,700,19.5,1041,2,1039,28,718,15.0,864,11565.875900715128,281,16815.688679168532,5,33627.377358337064,85
2759,Christopher Bowdler,multiple-field,Europe,Oxford,9,1992,9,1961,81.68231142664855,2682,266.0,2361,17,2079,0,3283,2,2431,8.5,2203,0,3203,9,2003,4.5,2297,40.84115571332428,2861,81.68231142664855,2534,0.0,3261
2760,Stephen Broadberry,history,Europe,Oxford,29,352,54,251,700.9336630523604,687,3070.0,545,91,245,0,3283,3,2072,45.5,281,0,3203,54,259,27.5,363,350.4668315261802,1258,700.9336630523604,531,0.0,3261
2761,Stefano Caria,behavior-experiment,Europe,Oxford,6,2677,3,3094,90.72485877641255,2594,181.0,2699,10,2874,2,1169,6,1392,6.0,2731,2,1039,3,3149,4.5,2297,193.75829396500836,1608,62.049979184009715,2826,120.09995836801943,1397
2762,Jean-Paul Carvalho,multiple-field,Europe,Oxford,7,2425,6,2423,131.67763667381033,2224,303.0,2259,20,1840,2,1169,11,832,11.0,1825,2,1039,6,2464,7.5,1649,298.93827630384,1357,64.1449917531574,2785,124.28998350631478,1386
2763,Eric Chaney,history,Europe,Oxford,7,2425,5,2603,206.1674077054858,1771,405.0,1999,12,2609,1,1576,2,2431,6.5,2616,1,1424,5,2654,3.0,2752,198.54623042050997,1589,174.09246084101989,1760,173.09246084101989,1311
2764,Sarah Clifford,p_finance,Europe,Oxford,2,3967,1,3809,38.05259518088089,3370,40.0,3695,2,4322,0,3283,2,2431,1.0,4350,0,3203,1,3860,1.0,3730,19.026297590440446,3459,38.05259518088089,3259,0.0,3261
2765,Paola Conconi,i_trade,Europe,Oxford,15,1141,19,1100,240.1936718566915,1627,869.0,1385,36,1023,3,924,8,1097,19.5,1041,3,816,19,1119,12.0,1098,904.7019742327636,877,172.91468447429727,1770,509.74405342289185,960
2766,Simon Cowan,i_organization,Europe,Oxford,13,1348,15,1353,175.3596304740632,1948,491.0,1848,22,1700,1,1576,9,991,11.5,1753,1,1424,15,1379,9.0,1418,194.56696408053523,1605,98.13392816107047,2364,97.13392816107047,1448
2767,Banu Demir,i_trade,Europe,Oxford,9,1992,9,1961,172.1772342674838,1969,353.0,2129,13,2492,1,1576,4,1786,7.0,2517,1,1424,9,2003,5.5,2026,95.94329525914165,2165,172.8865905182833,1772,171.8865905182833,1315
2768,Sergio De Ferra,i_finance,Europe,Oxford,3,3600,1,3809,22.40535650240808,3725,28.0,3857,5,3656,0,3283,1,2917,2.5,3719,0,3203,1,3860,1.0,3730,11.20267825120404,3764,22.40535650240808,3623,0.0,3261
2769,Stefan Dercon,development,Europe,Oxford,43,122,72,143,1576.4494917376833,283,8111.0,193,100,192,1,1576,14,640,50.5,219,1,1424,72,147,37.0,203,1097.1869098992797,820,1543.3738197985597,210,1542.3738197985597,652
2770,Francis Ditraglia,econometrics,Europe,Oxford,4,3256,4,2824,44.49719092257398,3238,100.0,3122,10,2874,0,3283,5,1568,5.0,2983,0,3203,4,2882,3.5,2589,22.24859546128699,3343,44.49719092257398,3110,0.0,3261
2771,James Duffy,econometrics,Europe,Oxford,5,2944,2,3404,20.199009876724155,3789,46.0,3618,8,3159,0,3283,3,2072,4.0,3242,0,3203,2,3459,2.0,3174,10.099504938362077,3822,20.199009876724155,3690,0.0,3261
2772,Dennis Egger,development,Europe,Oxford,4,3256,4,2824,307.0537412245615,1365,402.0,2011,5,3656,1,1576,1,2917,3.0,3545,1,1424,4,2882,2.5,2945,214.1549199993127,1529,301.3098399986254,1185,300.3098399986254,1136
2773,Martin Ellison,macro,Europe,Oxford,11,1625,12,1604,201.43485299222675,1802,484.0,1865,26,1461,1,1576,12,763,13.5,1526,0,3203,13,1535,10.0,1294,104.69756700139284,2089,202.39513400278568,1602,201.39513400278568,1265
2774,Peter Eso,micro_theory,Europe,Oxford,8,2197,8,2100,214.40848863792684,1729,453.0,1916,13,2492,2,1169,7,1234,7.5,2418,2,1039,8,2146,5.5,2026,501.06996245599703,1092,79.51773990513398,2561,155.03547981026796,1346
2775,Andrea Ferrero,macro,Europe,Oxford,10,1802,10,1828,391.111237373717,1146,1038.0,1247,14,2384,2,1169,10,906,8.0,2304,1,1424,11,1737,7.0,1731,343.0600182197126,1273,375.5010040147148,978,747.0020080294296,843
2776,Douglas Gollin,development,Europe,Oxford,22,617,30,633,2092.047800601124,195,5892.0,281,42,840,6,525,11,832,24.0,802,6,456,30,649,18.5,651,11434.187862012715,284,1788.8308949533043,167,10696.985369719827,205
2777,Sanjay Jain,other,Europe,Oxford,2,3967,1,3809,84.29116205154607,2664,91.0,3190,3,4085,0,3283,0,3965,1.5,4125,0,3203,1,3860,0.5,4086,42.14558102577303,2841,84.29116205154607,2508,0.0,3261
2778,Beata Javorcik,i_trade,Europe,Oxford,28,386,40,441,2222.243236011756,180,5761.0,287,50,671,1,1576,15,589,25.5,733,1,1424,40,448,21.0,550,2473.0266281841355,587,799.0532563682702,466,798.0532563682702,824
2779,Ian Crawford,micro_theory,Europe,Oxford,12,1477,16,1280,192.39022844209111,1846,610.0,1670,27,1408,7,445,14,640,17.0,1221,5,545,18,1177,13.5,969,2052.0014310601055,633,80.2666363360568,2555,512.8664543523977,958
2780,Ian Jewitt,micro_theory,Europe,Oxford,10,1802,10,1828,421.6289838234559,1082,889.0,1368,14,2384,3,924,9,991,8.5,2203,3,816,10,1859,7.0,1731,1718.1661259278058,683,126.10158406779338,2085,369.30475220338013,1071
2781,Maximilian Kasy,econometrics,Europe,Oxford,11,1625,12,1604,127.73409881468612,2254,392.0,2040,25,1518,3,924,9,991,14.0,1485,2,1039,13,1535,9.5,1356,202.10317504351582,1576,118.68059474259285,2153,347.0417842277785,1086
2782,Paul Klemperer,micro_theory,Europe,Oxford,23,568,26,777,1882.292219608847,231,6440.0,258,33,1137,9,329,20,383,21.0,953,8,320,27,755,18.0,684,13943.29444514597,248,1562.2182718471993,204,13978.964446624794,158
2783,Anders Kock,econometrics,Europe,Oxford,10,1802,10,1828,154.3729250872704,2071,385.0,2056,24,1571,1,1576,7,1234,12.5,1623,1,1424,10,1859,7.0,1731,88.9529076773581,2233,154.9058153547162,1882,153.9058153547162,1347
2784,Alexandre Kohlhas,macro,Europe,Oxford,3,3600,1,3809,45.19955751995809,3219,59.0,3453,6,3475,1,1576,4,1786,3.5,3382,1,1424,1,3860,2.5,2945,49.1720402163943,2723,11.344080432788601,3983,10.344080432788601,1747
2785,Sophocles Mavroeidis,econometrics,Europe,Oxford,13,1348,14,1430,254.32066372986682,1564,723.0,1535,28,1363,4,749,18,453,16.0,1305,4,656,14,1453,13.0,1007,685.9652495071058,973,245.07467722678797,1412,964.2987089071519,771
2786,Margaret Meyer,micro_theory,Europe,Oxford,9,1992,9,1961,341.41323934493226,1279,721.0,1537,11,2737,4,749,7,1234,7.5,2418,4,656,9,2003,6.5,1818,1302.0836068966034,757,274.2979837142704,1301,1081.1919348570816,738
2787,Michael Mcmahon,macro,Europe,Oxford,6,2677,6,2423,344.41835026606816,1266,670.0,1593,14,2384,2,1169,7,1234,8.0,2304,2,1039,6,2464,5.0,2147,496.49689778912494,1097,227.56595487794695,1481,451.1319097558939,1000
2788,Romuald Méango,labor,Europe,Oxford,3,3600,1,3809,34.20526275297414,3442,48.0,3588,6,3475,0,3283,2,2431,3.0,3545,0,3203,1,3860,1.5,3437,17.10263137648707,3527,34.20526275297414,3336,0.0,3261
2789,Silvia Miranda-Agrippino,multiple-field,Europe,Oxford,5,2944,4,2824,508.6914585483031,909,725.0,1533,6,3475,1,1576,3,2072,3.5,3382,1,1424,4,2882,3.0,2752,568.3541646068155,1037,211.70832921363123,1547,210.70832921363123,1251
2790,Bent Nielsen,econometrics,Europe,Oxford,20,726,28,696,263.0893384384856,1530,1120.0,1181,54,596,2,1169,3,2072,28.0,646,1,1424,29,684,15.5,820,159.28133339437196,1761,264.65376448853726,1335,525.3075289770745,952
2791,Inés Moreno De Barreda,micro_theory,Europe,Oxford,4,3256,3,3094,26.153393661244042,3623,54.0,3505,7,3309,0,3283,2,2431,3.5,3382,0,3203,3,3149,2.0,3174,13.076696830622021,3678,26.153393661244042,3517,0.0,3261
2792,Cavit Pakel,econometrics,Europe,Oxford,2,3967,2,3404,55.072679252057455,3054,75.0,3312,3,4085,0,3283,2,2431,1.5,4125,0,3203,2,3459,1.5,3437,27.536339626028727,3190,55.072679252057455,2916,0.0,3261
2793,Alexei Parakhonyak,micro_theory,Europe,Oxford,6,2677,2,3404,31.368774282716245,3502,80.0,3267,11,2737,0,3283,5,1568,5.5,2853,0,3203,2,3459,3.5,2589,15.684387141358123,3569,31.368774282716245,3391,0.0,3261
2794,Barbara Petrongolo,labor,Europe,Oxford,23,568,27,733,1234.9024252952133,381,3596.0,477,35,1061,3,924,13,700,19.0,1075,3,816,27,755,15.5,820,1480.5704697878846,719,1225.1137426606413,293,3666.341227981924,430
2795,Daniel Quigley,micro_theory,Europe,Oxford,2,3967,0,4385,5.385164807134504,4298,7.0,4303,2,4322,1,1576,2,2431,1.5,4125,0,3203,1,3860,1.5,3437,6.000000000000001,4053,3.0,4407,2.0,1794
2796,Natalie Naïri Quinn,development,Europe,Oxford,1,4388,0,4385,3.0,4440,3.0,4453,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,1.5,4444,3.0,4407,0.0,3261
2797,Kevin Sheppard,finance,Europe,Oxford,12,1477,12,1604,16869.100479871475,5,19277.0,51,14,2384,0,3283,6,1392,7.0,2517,0,3203,12,1632,6.5,1818,8434.550239935737,340,16869.100479871475,4,0.0,3261
2798,Federica Romei,multiple-field,Europe,Oxford,4,3256,4,2824,38.34057902536163,3363,76.0,3301,6,3475,1,1576,1,2917,3.5,3382,1,1424,4,2882,2.5,2945,33.421251390184345,3042,35.84250278036869,3305,34.84250278036869,1638
2799,Thiago Scarelli,labor,Europe,Oxford,1,4388,0,4385,1.0,4570,1.0,4570,2,4322,0,3283,0,3965,1.0,4350,0,3203,0,4408,0.0,4504,0.5,4572,1.0,4561,0.0,3261
2800,Francesco Zanetti,macro,Europe,Oxford,15,1141,24,859,202.54629100529093,1795,737.0,1512,36,1023,1,1576,13,700,18.5,1111,0,3203,25,834,15.0,864,103.26820823930875,2101,203.5364164786175,1590,202.5364164786175,1264
2801,Martin Weidner,econometrics,Europe,Oxford,13,1348,15,1353,363.0564694369183,1211,1094.0,1199,26,1461,3,924,10,906,14.5,1436,2,1039,16,1309,11.5,1143,527.140129582283,1063,320.94496379090515,1134,953.8348913727154,773
2802,John Vickers,i_organization,Europe,Oxford,27,420,41,427,878.2528109832613,570,3584.0,481,63,491,11,246,28,209,37.0,418,10,231,42,422,28.5,340,13944.294771553376,247,512.1377056259088,728,5512.514761884997,328
2803,Ludvig Sinander,micro_theory,Europe,Oxford,2,3967,0,4385,6.0,4274,10.0,4201,6,3475,3,924,4,1786,4.5,3116,0,3203,3,3149,3.5,2589,10.013611371934147,3826,8.099019513592784,4113,15.297058540778353,1722
2804,Howard Smith,i_organization,Europe,Oxford,8,2197,8,2100,146.79918255903198,2114,316.0,2233,10,2874,2,1169,3,2072,6.0,2731,2,1039,8,2146,5.0,2147,400.94484504396826,1199,64.12889826803627,2786,124.25779653607253,1387
2805,Séverine Toussaert,other,Europe,Oxford,8,2197,7,2254,303.6313554295735,1378,446.0,1926,10,2874,1,1576,2,2431,5.5,2853,1,1424,7,2299,4.5,2297,196.98583266428867,1595,300.97166532857733,1188,299.97166532857733,1138
2806,Karun Adusumilli,econometrics,North America,Penn,3,3600,2,3404,16.09347693943108,3917,29.0,3841,6,3475,2,1169,3,2072,4.0,3242,0,3203,4,2882,3.0,2752,9.031189202104505,3882,18.06237840420901,3759,32.12475680841802,1650
2807,Francesco Agostinelli,labor,North America,Penn,4,3256,3,3094,155.59562975867928,2059,248.0,2438,9,3018,5,627,9,991,7.0,2517,1,1424,7,2299,7.0,1731,188.43332266787007,1631,159.88705562441297,1850,774.4352781220648,833
2808,Juan Pablo Atal,i_organization,North America,Penn,4,3256,0,4385,12.328828005937952,4020,26.0,3893,6,3475,2,1169,3,2072,4.0,3242,0,3203,2,3459,2.5,2945,17.260882132948158,3520,12.723805294763608,3939,21.447610589527216,1697
2809,Jere R. Behrman,development,North America,Penn,63,29,204,9,1933.1313974999216,219,15715.0,77,340,7,9,329,42,84,174.5,8,9,268,204,10,109.5,16,10444.3371140929,296,1851.1748016949966,159,16579.573215254968,136
2810,Aislinn Bohren,micro_theory,North America,Penn,4,3256,4,2824,180.61561394298113,1920,320.0,2217,7,3309,2,1169,5,1568,4.5,3116,2,1039,4,2882,3.5,2589,382.62359706203733,1218,101.30760293149764,2324,198.61520586299528,1271
2811,Juan Camilo Castillo,i_organization,North America,Penn,5,2944,4,2824,226.26312116648617,1681,357.0,2121,6,3475,1,1576,1,2917,3.5,3382,0,3203,5,2654,3.0,2752,117.11388066899659,2011,227.22776133799317,1482,226.22776133799317,1232
2812,Xu Cheng,econometrics,North America,Penn,11,1625,11,1709,184.00815199332882,1898,475.0,1874,14,2384,3,924,11,832,8.5,2203,3,816,11,1737,8.0,1567,617.7789022223542,1013,118.03043075638725,2160,345.0912922691617,1090
2813,Harold L. Cole,multiple-field,North America,Penn,24,528,27,733,624.5374288223245,771,2195.0,719,41,868,12,216,27,228,26.5,696,9,268,30,649,23.5,479,7107.107386969779,367,460.571064604038,802,5382.852775248456,335
2814,David Dillenberger,micro_theory,North America,Penn,9,1992,8,2100,127.79280104919839,2252,353.0,2129,19,1915,6,525,12,763,12.5,1623,4,656,10,1859,9.5,1356,851.8932459233187,903,71.84831053261732,2674,395.0898631957039,1041
2815,Francis X. Diebold,multiple-field,North America,Penn,61,35,89,92,8748.78071504824,20,36454.0,17,124,115,7,445,53,42,65.5,127,7,384,89,96,52.0,100,17544.614432151648,208,8429.017513636503,15,58954.12259545553,47
2816,Alessandro Dovis,multiple-field,North America,Penn,9,1992,9,1961,98.14784765851975,2524,265.0,2363,11,2737,6,525,9,991,8.5,2203,6,456,9,2003,8.0,1567,1031.9406920077324,840,52.33573135281238,2958,278.0143881168743,1165
2817,Jesus Fernandez-Villaverde,macro,North America,Penn,29,352,43,396,900.8162964778113,557,4082.0,425,64,480,11,246,26,250,37.5,409,9,268,45,370,31.0,292,12059.27063259968,270,535.3786799632495,702,5768.165479595745,322
