num_author,name_author,field,continent,university,h_index,h_rank,i10_index,i10_rank,Euclidean_index,Euclidean_rank,Total_Citation,Total_Citation_rank,Total_Publication,Total_Publication_rank,ABC,ABC_rank,ABC_A,ABC_A_rank,DBC,DBC_rank,CRBC,CRBC_rank,CEBC,CEBC_rank,TCEBC,TCEBC_rank,ACES,ACES_rank,ABC+CES,ABC+CES_rank,ABC*CES,ABC*CES_rank
963,Richard Holt,macro,Europe,Edinburgh,2,3967,1,3809,22.293496809607955,3730,27.0,3874,4,3855,0,3283,0,3965,2.0,3907,0,3203,1,3860,0.5,4086,11.146748404803978,3769,22.293496809607955,3630,0.0,3261
964,Nida Jamil,i_trade,Europe,Edinburgh,1,4388,0,4385,5.0990195135927845,4310,6.0,4335,4,3855,0,3283,1,2917,2.0,3907,0,3203,0,4408,0.5,4086,2.5495097567963922,4319,5.0990195135927845,4266,0.0,3261
965,Georgios Manalis,political_econ,Europe,Edinburgh,1,4388,0,4385,4.0,4388,4.0,4413,2,4322,0,3283,1,2917,1.0,4350,0,3203,0,4408,0.5,4086,2.0,4394,4.0,4349,0.0,3261
966,Stephan Maurer,history,Europe,Edinburgh,4,3256,2,3404,25.019992006393608,3649,50.0,3563,7,3309,0,3283,1,2917,3.5,3382,0,3203,2,3459,1.0,3730,12.509996003196804,3698,25.019992006393608,3542,0.0,3261
967,Esther Mbih,labor,Europe,Edinburgh,1,4388,0,4385,1.0,4570,1.0,4570,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.5,4572,1.0,4561,0.0,3261
968,Dimitri Migrow,micro_theory,Europe,Edinburgh,3,3600,0,4385,7.0710678118654755,4214,12.0,4154,4,3855,0,3283,2,2431,2.0,3907,0,3203,0,4408,1.0,3730,3.5355339059327378,4230,7.0710678118654755,4163,0.0,3261
969,John Moore,micro_theory,Europe,Edinburgh,32,272,34,548,4753.557299538947,54,12863.0,103,44,790,24,56,36,128,34.0,490,22,51,36,514,31.0,292,177374.08456299055,28,348.5951324342372,1042,7790.283178421692,264
970,Andrei Potlogea,labor,Europe,Edinburgh,2,3967,2,3404,18.439088914585774,3846,26.0,3893,2,4322,0,3283,0,3965,1.0,4350,0,3203,2,3459,1.0,3730,9.219544457292887,3875,18.439088914585774,3750,0.0,3261
971,Long Qian,labor,Europe,Edinburgh,0,4667,0,4385,0.0,4667,0.0,4667,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.0,4667,0.0,4669,0.0,3261
972,Colin Roberts,econometrics,Europe,Edinburgh,2,3967,1,3809,26.343879744638983,3620,36.0,3736,9,3018,0,3283,0,3965,4.5,3116,0,3203,1,3860,0.5,4086,13.171939872319491,3675,26.343879744638983,3513,0.0,3261
973,Albert Rodriguez-Sala,history,Europe,Edinburgh,4,3256,0,4385,13.45362404707371,3998,41.0,3682,19,1915,0,3283,0,3965,9.5,2035,0,3203,0,4408,0.0,4504,6.726812023536855,4018,13.45362404707371,3919,0.0,3261
974,Aidan Smith,micro_theory,Europe,Edinburgh,0,4667,0,4385,0.0,4667,0.0,4667,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.0,4667,0.0,4669,0.0,3261
975,Andrew Snell,multiple-field,Europe,Edinburgh,11,1625,11,1709,1135.9806336377394,421,1568.0,913,24,1571,0,3283,11,832,12.0,1681,0,3203,11,1737,8.0,1567,567.9903168188697,1038,1135.9806336377394,320,0.0,3261
976,Andreas Steinhauer,labor,Europe,Edinburgh,4,3256,4,2824,147.34653032901724,2108,285.0,2309,5,3656,1,1576,3,2072,3.0,3545,1,1424,4,2882,2.5,2945,150.14455354624795,1809,115.28910709249591,2175,114.28910709249591,1410
977,Tiancheng Sun,macro,Europe,Edinburgh,1,4388,0,4385,2.0,4497,2.0,4502,1,4577,1,1576,1,2917,1.0,4350,0,3203,1,3860,1.0,3730,2.0000000000000004,4381,1.0,4561,0.0,3261
978,Hedieh Tajali,labor,Europe,Edinburgh,1,4388,0,4385,3.0,4440,3.0,4453,2,4322,0,3283,0,3965,1.0,4350,0,3203,0,4408,0.0,4504,1.5,4444,3.0,4407,0.0,3261
979,Ina Taneva,micro_theory,Europe,Edinburgh,2,3967,2,3404,80.83316151184488,2696,116.0,3028,3,4085,1,1576,2,2431,2.0,3907,1,1424,2,3459,2.0,3174,83.51638903933426,2292,62.032778078668514,2827,61.032778078668514,1550
980,Jonathan Thomas,micro_theory,Europe,Edinburgh,18,872,23,906,494.6534140183407,939,1552.0,920,45,770,7,445,20,383,26.0,718,6,456,24,876,18.5,651,4288.504686711792,463,239.87765028014175,1435,1630.1435519609922,634
981,Tim Worrall,micro_theory,Europe,Edinburgh,10,1802,10,1828,476.53856087414374,960,1079.0,1218,18,1994,4,749,8,1097,11.0,1825,3,816,11,1737,8.0,1567,2243.803932643747,605,203.27117202445515,1596,797.0846880978206,826
982,Akif Yardimci,political_econ,Europe,Edinburgh,1,4388,0,4385,3.0,4440,3.0,4453,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,1.5,4444,3.0,4407,0.0,3261
983,Yuejun Zhao,labor,Europe,Edinburgh,2,3967,1,3809,19.209372712298546,3824,23.0,3937,5,3656,1,1576,1,2917,3.0,3545,0,3203,2,3459,1.5,3437,11.5524865872714,3742,20.1049731745428,3693,19.1049731745428,1705
984,Gabriel Ziegler,micro_theory,Europe,Edinburgh,2,3967,0,4385,6.48074069840786,4237,10.0,4201,3,4085,0,3283,3,2072,1.5,4125,0,3203,0,4408,1.5,3437,3.24037034920393,4252,6.48074069840786,4190,0.0,3261
985,Juan Zurita,macro,Europe,Edinburgh,1,4388,0,4385,2.0,4497,2.0,4502,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,1.0,4501,2.0,4473,0.0,3261
986,Michaël Aklin,multiple-field,Europe,EPFL,21,669,30,633,583.8390189084658,816,2124.0,736,42,840,0,3283,0,3965,21.0,953,0,3203,30,649,15.0,864,291.9195094542329,1373,583.8390189084658,649,0.0,3261
987,Andrés Cristi,micro_theory,Europe,EPFL,7,2425,7,2254,61.02458520956943,2978,190.0,2654,25,1518,0,3283,0,3965,12.5,1623,0,3203,7,2299,3.5,2589,30.512292604784715,3121,61.02458520956943,2845,0.0,3261
988,Pierre Collin-Dufresne,finance,Europe,EPFL,24,528,29,665,1252.4464060389969,373,3534.0,487,34,1095,4,749,22,327,19.0,1075,4,656,29,684,18.0,684,1807.3327007897738,671,1245.2542044238965,287,4965.016817695586,357
989,Andrea Dunbar,other,Europe,EPFL,18,872,29,665,266.23485872439767,1518,1129.0,1174,67,442,0,3283,0,3965,33.5,504,0,3203,29,684,14.5,901,133.11742936219883,1914,266.23485872439767,1328,0.0,3261
990,Rüdiger Fahlenbrach,finance,Europe,EPFL,20,726,20,1048,977.175009913782,513,3263.0,518,24,1571,0,3283,7,1234,12.0,1681,0,3203,20,1065,10.0,1294,488.587504956891,1108,977.175009913782,380,0.0,3261
991,Damir Filipovic,finance,Europe,EPFL,28,386,49,305,710.4695630356025,676,2615.0,622,78,323,0,3283,5,1568,39.0,379,0,3203,49,313,24.5,444,355.23478151780125,1254,710.4695630356025,525,0.0,3261
992,Dominique Foray,multiple-field,Europe,EPFL,26,451,37,484,1110.7587496841968,439,3599.0,475,66,453,0,3283,0,3965,33.0,516,0,3203,37,494,18.5,651,555.3793748420984,1045,1110.7587496841968,328,0.0,3261
993,Andreas Fuster,finance,Europe,EPFL,19,797,22,952,765.4462750578906,638,2146.0,732,31,1232,6,525,12,763,18.5,1111,6,456,22,972,15.5,820,3071.497209830099,542,726.4470834141811,515,4322.682500485086,384
994,Marc Gruber,other,Europe,EPFL,33,250,47,332,1493.164090112001,307,6883.0,238,72,385,0,3283,0,3965,36.0,438,0,3203,47,340,23.5,479,746.5820450560005,944,1493.164090112001,222,0.0,3261
995,Julien Hugonnier,finance,Europe,EPFL,13,1348,18,1155,205.97087172704786,1772,740.0,1505,26,1461,4,749,10,906,15.0,1386,4,656,18,1177,11.5,1143,871.9658637058642,894,175.30382365843442,1750,685.2152946337377,865
996,Luisa Lambertini,macro,Europe,EPFL,9,1992,9,1961,300.28819490616013,1389,763.0,1478,21,1766,3,924,5,1568,12.0,1681,2,1039,10,1859,7.0,1731,442.3123787054739,1153,248.7702178865454,1396,737.3106536596362,845
997,Semyon Malamud,finance,Europe,EPFL,15,1141,17,1215,196.05356410940354,1822,743.0,1498,31,1232,3,924,14,640,17.0,1221,3,816,17,1241,11.5,1143,671.9393097246142,986,151.3610461003831,1903,445.08313830114935,1003
998,Erwan Morellec,finance,Europe,EPFL,23,568,28,696,625.8522189782504,770,2525.0,645,32,1187,0,3283,15,589,16.0,1305,0,3203,28,718,14.5,901,312.9261094891252,1329,625.8522189782504,604,0.0,3261
999,Gaétan De Rassenfosse,i_organization,Europe,EPFL,22,617,34,548,421.66693017119565,1081,1763.0,834,52,637,0,3283,4,1786,26.0,718,0,3203,34,558,17.5,716,210.83346508559782,1545,421.66693017119565,878,0.0,3261
1000,Ralf Seifert,other,Europe,EPFL,27,420,42,412,607.8322136905874,785,2720.0,591,56,569,0,3283,0,3965,28.0,646,0,3203,42,422,21.0,550,303.9161068452937,1346,607.8322136905874,620,0.0,3261
1001,Thomas Weber,multiple-field,Europe,EPFL,15,1141,22,952,304.0230254437976,1376,1092.0,1204,95,222,0,3283,0,3965,47.5,249,0,3203,22,972,11.0,1189,152.0115127218988,1795,304.0230254437976,1178,0.0,3261
1002,Philippe Wieser,other,Europe,EPFL,6,2677,4,2824,63.66317616958802,2931,137.0,2918,13,2492,0,3283,0,3965,6.5,2616,0,3203,4,2882,2.0,3174,31.83158808479401,3081,63.66317616958802,2793,0.0,3261
1003,Federica Zeni,finance,Europe,EPFL,3,3600,2,3404,23.021728866442675,3700,36.0,3736,3,4085,0,3283,0,3965,1.5,4125,0,3203,2,3459,1.0,3730,11.510864433221338,3743,23.021728866442675,3598,0.0,3261
1004,Antoine Bommier,micro_theory,Europe,ETH Zurich,18,872,22,952,174.74552927042225,1951,752.0,1490,31,1232,2,1169,12,763,16.5,1262,2,1039,22,972,13.0,1007,167.3519310508525,1727,173.5546560137614,1765,343.1093120275228,1094
1005,Bart Clarysse,multiple-field,Europe,ETH Zurich,39,164,65,185,1744.522857402562,255,9232.0,166,96,216,0,3283,0,3965,48.0,244,0,3203,65,188,32.5,264,872.261428701281,893,1744.522857402562,173,0.0,3261
1006,Barton Lee,micro_theory,Europe,ETH Zurich,6,2677,6,2423,83.86298349093002,2668,199.0,2619,15,2273,1,1576,5,1568,8.0,2304,1,1424,6,2464,5.0,2147,56.255302689472536,2602,83.51060537894507,2516,82.51060537894507,1484
1007,Elgar Fleisch,other,Europe,ETH Zurich,47,95,133,35,1249.0540420654345,375,8300.0,185,226,28,0,3283,0,3965,113.0,34,0,3203,133,36,66.5,53,624.5270210327172,1011,1249.0540420654345,285,0.0,3261
1008,Florian Von Wangenheim,other,Europe,ETH Zurich,34,230,57,232,871.6518800530405,577,4487.0,389,79,311,0,3283,0,3965,39.5,366,0,3203,57,234,28.5,340,435.82594002652024,1161,871.6518800530405,427,0.0,3261
1009,Georg Von Krogh,other,Europe,ETH Zurich,53,62,102,66,3132.4389858383515,123,16404.0,71,142,85,0,3283,0,3965,71.0,99,0,3203,102,68,51.0,104,1566.2194929191758,706,3132.4389858383515,79,0.0,3261
1010,Gudela Grote,other,Europe,ETH Zurich,39,164,89,92,829.0832286326868,597,5189.0,334,164,64,0,3283,0,3965,82.0,72,0,3203,89,96,44.5,143,414.5416143163434,1182,829.0832286326868,448,0.0,3261
1011,Hans Gersbach,multiple-field,Europe,ETH Zurich,18,872,44,375,185.20529150107996,1887,1437.0,985,176,55,1,1576,41,91,88.5,63,1,1424,44,387,35.5,221,116.7551088495894,2014,184.5102176991788,1694,183.5102176991788,1294
1012,Jan-Egbert Sturm,multiple-field,Europe,ETH Zurich,37,189,57,232,1705.6380037979923,259,6447.0,257,138,90,1,1576,15,589,69.5,105,1,1424,57,234,31.0,292,935.7841569317899,869,1704.5683138635798,181,1703.5683138635798,621
1013,Lint Barrage,multiple-field,Europe,ETH Zurich,8,2197,8,2100,165.83123951777,2000,388.0,2051,11,2737,0,3283,1,2917,5.5,2853,0,3203,8,2146,4.0,2445,82.915619758885,2295,165.83123951777,1811,0.0,3261
1014,Marko Köthenbürger,p_finance,Europe,ETH Zurich,15,1141,20,1048,175.90338257122858,1942,630.0,1649,25,1518,0,3283,9,991,12.5,1623,0,3203,20,1065,11.0,1189,87.95169128561429,2242,175.90338257122858,1743,0.0,3261
1015,Massimo Filippini,multiple-field,Europe,ETH Zurich,43,122,104,62,848.0972821557677,589,5971.0,277,127,109,0,3283,3,2072,63.5,134,0,3203,104,64,52.5,96,424.0486410778839,1172,848.0972821557677,437,0.0,3261
1016,Peter Egger,i_trade,Europe,ETH Zurich,51,71,143,29,1178.706494425139,405,9307.0,163,268,20,1,1576,28,209,134.5,22,1,1424,143,29,75.5,35,644.6877355610528,1000,1178.3754711221056,309,1177.3754711221056,715
1017,Stefano Brusoni,multiple-field,Europe,ETH Zurich,29,352,41,427,1226.554116213386,388,4015.0,434,61,505,0,3283,0,3965,30.5,577,0,3203,41,434,20.5,567,613.277058106693,1015,1226.554116213386,292,0.0,3261
1018,Stephan Wagner,other,Europe,ETH Zurich,59,41,127,44,1911.3908548488978,223,13271.0,100,170,61,0,3283,0,3965,85.0,67,0,3203,127,46,63.5,61,955.6954274244489,864,1911.3908548488978,151,0.0,3261
1019,Torbjørn Netland,other,Europe,ETH Zurich,27,420,47,332,577.4642846098795,820,2801.0,580,99,200,0,3283,0,3965,49.5,228,0,3203,47,340,23.5,479,288.73214230493977,1379,577.4642846098795,652,0.0,3261
1020,Ursula Renold,labor,Europe,ETH Zurich,8,2197,8,2100,88.53247991556545,2616,244.0,2455,21,1766,0,3283,1,2917,10.5,1890,0,3203,8,2146,4.0,2445,44.26623995778272,2807,88.53247991556545,2463,0.0,3261
1021,Volker Hoffmann,multiple-field,Europe,ETH Zurich,39,164,61,204,1352.8373886021927,341,6929.0,235,72,385,0,3283,0,3965,36.0,438,0,3203,61,209,30.5,304,676.4186943010964,983,1352.8373886021927,262,0.0,3261
1022,Moritz Drupp,p_finance,Europe,ETH Zurich,15,1141,21,998,343.7368179290662,1269,1089.0,1207,33,1137,0,3283,1,2917,16.5,1262,0,3203,21,1017,10.5,1239,171.8684089645331,1699,343.7368179290662,1059,0.0,3261
1023,Robert Finger,multiple-field,Europe,ETH Zurich,52,66,170,18,1266.0280407637108,368,9631.0,156,248,22,0,3283,0,3965,124.0,26,0,3203,170,18,85.0,24,633.0140203818554,1006,1266.0280407637108,280,0.0,3261
1024,Daniella Laureiro Martinez,other,Europe,ETH Zurich,13,1348,16,1280,385.2038421407554,1160,1002.0,1271,21,1766,0,3283,0,3965,10.5,1890,0,3203,16,1309,8.0,1567,192.6019210703777,1617,385.2038421407554,952,0.0,3261
1025,Michael Siegenthaler,labor,Europe,ETH Zurich,10,1802,10,1828,130.26127590347025,2235,378.0,2069,13,2492,2,1169,6,1392,7.5,2418,2,1039,10,1859,6.0,1923,247.2703037367938,1448,104.0196059588548,2286,204.0392119177096,1259
1026,Martin Wörter,i_organization,Europe,ETH Zurich,26,451,39,455,651.9125708252603,741,2606.0,625,55,582,0,3283,0,3965,27.5,661,0,3203,39,464,19.5,610,325.95628541263017,1303,651.9125708252603,575,0.0,3261
1027,Andreas Asseyer,micro_theory,Europe,FU Berlin,2,3967,0,4385,3.605551275463989,4413,5.0,4375,4,3855,1,1576,2,2431,2.5,3719,0,3203,1,3860,1.5,3437,1.8027756377319946,4417,4.60555127546399,4311,3.605551275463989,1788
1028,Giacomo Corneo,multiple-field,Europe,FU Berlin,23,568,31,605,584.9495704759514,815,2090.0,742,60,517,1,1576,19,415,30.5,577,1,1424,31,620,17.5,716,391.81504477702345,1210,576.6300895540469,653,575.6300895540469,923
1029,Natalia Danzer,labor,Europe,FU Berlin,4,3256,3,3094,76.79843748410511,2747,130.0,2954,8,3159,0,3283,3,2072,4.0,3242,0,3203,3,3149,2.0,3174,38.399218742052554,2909,76.79843748410511,2602,0.0,3261
1030,Britta Gehrke,labor,Europe,FU Berlin,5,2944,4,2824,75.35914012248281,2771,135.0,2930,13,2492,0,3283,3,2072,6.5,2616,0,3203,4,2882,2.5,2945,37.67957006124141,2934,75.35914012248281,2628,0.0,3261
1031,Jan Marcus,labor,Europe,FU Berlin,13,1348,14,1430,275.0272713750402,1483,736.0,1513,23,1634,0,3283,5,1568,11.5,1753,0,3203,14,1453,8.0,1567,137.5136356875201,1887,275.0272713750402,1294,0.0,3261
1032,Peter Mohr,behavior-experiment,Europe,FU Berlin,15,1141,18,1155,441.2788234212016,1037,1205.0,1117,28,1363,0,3283,0,3965,14.0,1485,0,3203,18,1177,9.0,1418,220.6394117106008,1513,441.2788234212016,843,0.0,3261
1033,Dieter Nautz,macro,Europe,FU Berlin,17,948,31,605,559.0670800539056,838,1288.0,1063,47,731,0,3283,6,1392,23.5,827,0,3203,31,620,16.0,788,279.5335400269528,1394,559.0670800539056,670,0.0,3261
1034,Ronnie Schöb,multiple-field,Europe,FU Berlin,15,1141,18,1155,252.0654676864723,1574,845.0,1405,63,491,0,3283,3,2072,31.5,555,0,3203,18,1177,9.0,1418,126.03273384323614,1950,252.0654676864723,1387,0.0,3261
1035,Lars Winkelmann,econometrics,Europe,FU Berlin,5,2944,5,2603,53.27288240746881,3083,112.0,3057,8,3159,0,3283,3,2072,4.0,3242,0,3203,5,2654,3.0,2752,26.636441203734407,3214,53.27288240746881,2942,0.0,3261
1036,Barbara Fritz,i_finance,Europe,FU Berlin,9,1992,6,2423,156.46085772486356,2054,412.0,1991,37,989,0,3283,0,3965,18.5,1111,0,3203,6,2464,3.0,2752,78.23042886243178,2345,156.46085772486356,1873,0.0,3261
1037,Theocharis Grigoriadis,multiple-field,Europe,FU Berlin,6,2677,5,2603,64.64518543557594,2914,171.0,2749,27,1408,0,3283,1,2917,13.5,1526,0,3203,5,2654,3.0,2752,32.32259271778797,3070,64.64518543557594,2776,0.0,3261
1038,Manuel Santos Silva,multiple-field,Europe,FU Berlin,5,2944,4,2824,110.78808600206071,2397,202.0,2605,7,3309,0,3283,1,2917,3.5,3382,0,3203,4,2882,2.5,2945,55.394043001030354,2615,110.78808600206071,2214,0.0,3261
1039,Luca Stella,labor,Europe,FU Berlin,9,1992,9,1961,125.02399769644227,2274,331.0,2188,18,1994,0,3283,2,2431,9.0,2114,0,3203,9,2003,5.0,2147,62.51199884822113,2514,125.02399769644227,2098,0.0,3261
1040,Peter Haan,labor,Europe,FU Berlin,15,1141,18,1155,196.55279189062668,1821,771.0,1473,43,813,0,3283,6,1392,21.5,923,0,3203,18,1177,10.0,1294,98.27639594531334,2139,196.55279189062668,1628,0.0,3261
1041,Alexander Kriwoluzky,macro,Europe,FU Berlin,7,2425,6,2423,40.98780306383839,3314,114.0,3041,17,2079,0,3283,5,1568,8.5,2203,0,3203,6,2464,4.5,2297,20.493901531919196,3406,40.98780306383839,3198,0.0,3261
1042,Helmut Lütkepohl,econometrics,Europe,FU Berlin,38,176,87,100,3740.374713848868,93,9471.0,159,124,115,1,1576,27,228,62.5,140,1,1424,87,101,47.0,127,1954.7043883994068,648,3740.4087767988135,62,3739.4087767988135,427
1043,Carsten Schröder,multiple-field,Europe,FU Berlin,21,669,39,455,756.46149935076,642,2302.0,690,99,200,0,3283,5,1568,49.5,228,0,3203,39,464,20.5,567,378.23074967538,1224,756.46149935076,494,0.0,3261
1044,Helge Berger,multiple-field,Europe,FU Berlin,18,872,29,665,279.05196648653094,1460,1088.0,1211,47,731,0,3283,6,1392,23.5,827,0,3203,29,684,15.0,864,139.52598324326547,1876,279.05196648653094,1273,0.0,3261
1045,Christian Kastorp,macro,Europe,FU Berlin,2,3967,0,4385,10.908712114635714,4070,19.0,4007,5,3656,0,3283,0,3965,2.5,3719,0,3203,0,4408,0.0,4504,5.454356057317857,4088,10.908712114635714,4005,0.0,3261
1046,Kai A. Konrad,multiple-field,Europe,FU Berlin,40,151,154,23,960.1583202784841,522,7370.0,218,326,8,4,749,64,23,165.0,10,4,656,154,23,87.0,23,4544.415763739762,455,652.4836158300377,572,2593.934463320151,512
1047,Klaus F. Zimmermann,labor,Europe,FU Berlin,42,131,119,52,643.4034504103937,748,5264.0,326,199,41,1,1576,7,1234,100.0,46,1,1424,119,54,60.5,68,347.4389522133246,1266,643.8779044266493,584,642.8779044266493,884
1048,Helmut Herwartz,multiple-field,Europe,FU Berlin,28,386,66,179,331.5584413040935,1304,2391.0,667,157,69,0,3283,15,589,78.5,80,0,3203,66,184,36.0,215,165.77922065204675,1735,331.5584413040935,1097,0.0,3261
1049,Frank Heinemann,multiple-field,Europe,FU Berlin,12,1477,13,1510,225.51496624392803,1686,633.0,1643,29,1320,2,1169,7,1234,15.5,1343,2,1039,13,1535,8.0,1567,572.5437490042502,1035,139.86587685138045,1986,275.7317537027609,1169
1050,Brenda López Cabrera,finance,Europe,FU Berlin,8,2197,7,2254,213.17129262637593,1736,446.0,1926,13,2492,0,3283,0,3965,6.5,2616,0,3203,7,2299,3.5,2589,106.58564631318797,2074,213.17129262637593,1537,0.0,3261
1051,Georg Weizsäcker,behavior-experiment,Europe,FU Berlin,13,1348,14,1430,300.81722025176686,1388,943.0,1322,23,1634,4,749,11,832,13.5,1526,4,656,14,1453,10.0,1294,2105.045500744251,624,147.70803735351757,1928,574.8321494140703,925
1052,Viktor Steiner,multiple-field,Europe,FU Berlin,16,1038,26,777,137.35719857364595,2177,655.0,1615,43,813,0,3283,1,2917,21.5,923,0,3203,26,797,13.0,1007,68.67859928682297,2437,137.35719857364595,2004,0.0,3261
1053,Dengke Chen,development,Asia,Fudan,4,3256,3,3094,203.98529358755252,1782,328.0,2195,6,3475,0,3283,0,3965,3.0,3545,0,3203,3,3149,1.5,3437,101.99264679377626,2110,203.98529358755252,1585,0.0,3261
1054,Qiaoyi Chen,labor,Asia,Fudan,1,4388,1,3809,45.0111097397076,3224,46.0,3618,2,4322,1,1576,1,2917,1.5,4125,1,1424,1,3860,1.0,3730,45.50000000000001,2783,2.0,4473,1.0,1799
1055,Shiyi Chen,multiple-field,Asia,Fudan,25,490,38,469,602.7652942895767,791,2372.0,673,68,428,0,3283,2,2431,34.0,490,0,3203,38,480,20.0,589,301.38264714478834,1347,602.7652942895767,628,0.0,3261
1056,Chen Shuo,multiple-field,Asia,Fudan,11,1625,12,1604,150.5456741324705,2091,480.0,1869,29,1320,1,1576,7,1234,15.0,1386,1,1424,12,1632,8.0,1567,146.46599074696567,1830,125.93198149393133,2087,124.93198149393133,1385
1057,Zhao Chen,multiple-field,Asia,Fudan,16,1038,21,998,1045.2626464195494,476,2188.0,721,44,790,3,924,3,2072,23.5,827,3,816,21,1017,12.0,1098,1521.1561455173687,711,1012.3329480404373,364,3027.998844121312,470
1058,Dazhong Cheng,multiple-field,Asia,Fudan,6,2677,3,3094,25.11971337416094,3646,63.0,3415,11,2737,0,3283,0,3965,5.5,2853,0,3203,3,3149,1.5,3437,12.55985668708047,3696,25.11971337416094,3540,0.0,3261
1059,Ding Chun,other,Asia,Fudan,1,4388,0,4385,1.0,4570,1.0,4570,1,4577,0,3283,0,3965,0.5,4588,0,3203,0,4408,0.0,4504,0.5,4572,1.0,4561,0.0,3261
1060,Ding Hui,p_finance,Asia,Fudan,1,4388,0,4385,1.0,4570,1.0,4570,1,4577,0,3283,1,2917,0.5,4588,0,3203,0,4408,0.5,4086,0.5,4572,1.0,4561,0.0,3261
1061,Du Li,p_finance,Asia,Fudan,2,3967,0,4385,5.656854249492381,4287,8.0,4272,5,3656,0,3283,0,3965,2.5,3719,0,3203,0,4408,0.0,4504,2.8284271247461903,4297,5.656854249492381,4238,0.0,3261
1062,Zaichao Du,multiple-field,Asia,Fudan,8,2197,5,2603,228.4184756100084,1666,423.0,1974,22,1700,0,3283,2,2431,11.0,1825,0,3203,5,2654,3.0,2752,114.2092378050042,2027,228.4184756100084,1472,0.0,3261
1063,Baige Duan,other,Asia,Fudan,3,3600,1,3809,20.663978319771825,3779,31.0,3809,4,3855,0,3283,0,3965,2.0,3907,0,3203,1,3860,0.5,4086,10.331989159885913,3813,20.663978319771825,3681,0.0,3261
1064,Haichao Fan,multiple-field,Asia,Fudan,17,948,23,906,544.2067621777591,865,1771.0,830,53,615,0,3283,8,1097,26.5,696,0,3203,23,925,13.0,1007,272.10338108887953,1404,544.2067621777591,693,0.0,3261
1065,Xiaoyan Fan,i_trade,Asia,Fudan,1,4388,1,3809,32.0,3495,32.0,3798,1,4577,1,1576,1,2917,1.0,4350,1,1424,1,3860,1.0,3730,32.00000000000001,3077,1.0,4561,0.0,3261
1066,Jianyong Fan,multiple-field,Asia,Fudan,5,2944,4,2824,107.2846680565308,2436,210.0,2573,10,2874,0,3283,1,2917,5.0,2983,0,3203,4,2882,2.5,2945,53.6423340282654,2647,107.2846680565308,2254,0.0,3261
1067,Feng Jin,multiple-field,Asia,Fudan,11,1625,12,1604,723.2876329649222,667,1193.0,1123,26,1461,0,3283,0,3965,13.0,1571,0,3203,12,1632,6.0,1923,361.6438164824611,1245,723.2876329649222,517,0.0,3261
1068,Zhonghao Fu,econometrics,Asia,Fudan,4,3256,1,3809,18.76166303929372,3840,44.0,3644,10,2874,0,3283,6,1392,5.0,2983,0,3203,1,3860,3.0,2752,9.38083151964686,3869,18.76166303929372,3742,0.0,3261
1069,Gao Fan,other,Asia,Fudan,1,4388,1,3809,43.0,3277,43.0,3658,1,4577,0,3283,0,3965,0.5,4588,0,3203,1,3860,0.5,4086,21.5,3377,43.0,3155,0.0,3261
1070,Gao Hong,multiple-field,Asia,Fudan,2,3967,2,3404,25.573423705088842,3638,36.0,3736,5,3656,0,3283,0,3965,2.5,3719,0,3203,2,3459,1.0,3730,12.786711852544421,3689,25.573423705088842,3530,0.0,3261
1072,Xiyou He,i_organization,Asia,Fudan,2,3967,2,3404,48.84669896727925,3165,70.0,3350,3,4085,0,3283,0,3965,1.5,4125,0,3203,2,3459,1.0,3730,24.423349483639626,3279,48.84669896727925,3036,0.0,3261
1073,Hu Bo,i_organization,Asia,Fudan,1,4388,0,4385,7.0,4221,7.0,4303,2,4322,0,3283,1,2917,1.0,4350,0,3203,0,4408,0.5,4086,3.5,4237,7.0,4171,0.0,3261
1074,Huang Ming,multiple-field,Asia,Fudan,2,3967,0,4385,8.54400374531753,4151,11.0,4176,3,4085,0,3283,1,2917,1.5,4125,0,3203,0,4408,0.5,4086,4.272001872658765,4167,8.54400374531753,4095,0.0,3261
1075,Jiajun Jiang,finance,Asia,Fudan,2,3967,2,3404,44.553338819890925,3236,63.0,3415,5,3656,0,3283,1,2917,2.5,3719,0,3203,2,3459,1.5,3437,22.276669409945463,3341,44.553338819890925,3107,0.0,3261
1076,Xianglin Jiang,finance,Asia,Fudan,5,2944,4,2824,87.60707733967615,2629,181.0,2699,13,2492,0,3283,0,3965,6.5,2616,0,3203,4,2882,2.0,3174,43.803538669838076,2818,87.60707733967615,2473,0.0,3261
1077,Jin Fei,econometrics,Asia,Fudan,7,2425,5,2603,69.89992846920518,2846,192.0,2648,19,1915,0,3283,4,1786,9.5,2035,0,3203,5,2654,3.0,2752,34.94996423460259,2998,69.89992846920518,2698,0.0,3261
1078,Gaosheng Ju,econometrics,Asia,Fudan,3,3600,1,3809,50.23942674832188,3127,68.0,3366,6,3475,0,3283,5,1568,3.0,3545,0,3203,1,3860,2.5,2945,25.11971337416094,3252,50.23942674832188,2997,0.0,3261
